id,circle_id,arpu_6,arpu_7,arpu_8,aon,total_rech_num_6,total_rech_num_7,total_rech_num_8,max_rech_amt_8,total_og_mou_8,total_ic_mou_8,vol_2g_mb_8,arpu_2g_8,arpu_3g_8,churn_probability
165,109,356.292,370.674,231.517,965,13,11,9,30,316.73,27.41,5.1,0.4,5.16,0
166,109,78.483,81.928,78.591,3034,4,3,4,30,52.58,157.96,0.0,9.09,0.84,0
167,109,110.301,151.388,135.898,2614,2,2,2,144,188.06,644.73,0.0,9.09,0.84,0
168,109,134.129,427.289,243.781,256,12,22,14,50,256.58,136.49,0.0,9.09,0.84,0
169,109,119.581,367.233,370.29,956,3,4,4,119,307.98,194.49,0.0,9.09,0.84,0
170,109,63.561,125.873,197.001,2994,6,9,4,152,55.86,191.03,8.99,0.0,0.01,0
171,109,175.242,174.072,175.455,3105,2,3,2,130,256.91,198.41,0.0,9.09,0.84,0
172,109,1788.361,1803.823,329.088,282,22,24,6,128,847.39,26.58,0.0,9.09,0.84,0
173,109,299.462,373.948,726.184,585,5,6,8,198,776.86,308.39,19.17,0.0,0.18,0
174,109,44.138,0.0,118.475,1074,3,5,8,36,114.09,77.93,0.0,9.09,0.84,0
175,109,380.753,405.841,306.154,1067,8,9,9,130,311.41,266.39,0.0,9.09,0.84,0
176,109,361.481,388.503,404.957,674,11,8,5,130,895.36,79.93,0.0,9.09,0.84,0
177,109,596.301,146.073,0.0,332,12,8,5,0,0.0,0.0,0.0,9.09,0.84,1
178,109,452.94,440.221,893.973,1611,12,12,15,130,1514.09,336.79,0.0,0.0,0.0,0
179,109,38.625,129.756,43.405,873,3,4,6,50,0.0,0.0,0.0,9.09,0.84,0
180,109,248.558,163.739,217.94,2513,5,1,5,200,241.03,403.18,0.0,9.09,0.84,0
181,109,473.666,77.959,283.187,250,3,4,3,250,423.59,30.78,0.0,9.09,0.84,0
182,109,189.303,216.458,211.66,1971,3,4,1,150,205.64,350.99,0.0,9.09,0.84,0
183,109,263.34,806.465,0.0,3052,8,7,0,0,0.0,0.0,0.0,9.09,0.84,1
184,109,482.361,317.63,393.691,3651,6,4,9,279,596.91,237.99,0.0,0.0,0.0,0
185,109,568.182,399.994,815.454,3651,7,5,8,149,921.29,430.16,0.0,9.09,0.84,0
186,109,5.994,68.618,331.814,291,4,5,17,50,613.03,74.01,0.0,9.09,0.84,0
187,109,367.897,303.208,348.755,2011,5,6,8,130,655.69,1037.66,0.0,9.09,0.84,0
188,109,124.132,32.55,11.336,1425,2,0,3,130,31.83,3.58,0.0,9.09,0.84,0
189,109,250.346,0.39,17.388,1416,13,5,3,30,0.0,0.0,0.0,9.09,0.84,1
190,109,568.093,717.592,620.302,2959,12,12,10,150,713.66,570.99,56.4,6.72,0.0,0
191,109,281.202,227.941,374.553,1290,6,3,5,128,227.48,313.63,0.0,9.09,0.84,0
192,109,57.503,135.024,107.496,1432,3,7,5,30,92.18,138.59,0.0,9.09,0.84,0
193,109,383.348,358.057,333.464,2272,6,3,2,350,284.41,783.81,0.0,9.09,0.84,0
194,109,-83.735,214.478,149.146,498,5,4,10,65,281.36,80.11,0.0,9.09,0.84,0
195,109,550.608,640.612,432.131,816,6,7,4,200,393.58,455.74,197.78,63.96,63.96,0
196,109,379.989,573.169,447.693,538,10,12,10,150,1162.21,49.36,0.0,9.09,0.84,0
197,109,132.15,218.418,117.25,2962,3,3,3,150,35.51,97.23,0.0,9.09,0.84,0
198,109,204.699,55.357,118.463,1115,17,8,7,50,115.04,201.51,35.72,125.58,12.87,0
199,109,6.323,112.208,197.67,1424,5,7,7,130,0.0,0.0,0.0,9.09,0.84,0
200,109,239.45,313.857,176.783,1509,9,15,4,198,1.66,36.44,1368.29,0.02,0.0,0
201,109,605.353,941.894,834.04,612,11,6,8,279,1162.54,936.83,0.0,9.09,0.84,0
202,109,475.797,152.013,290.081,1245,28,13,14,50,248.14,14.48,0.0,9.09,0.84,0
203,109,393.059,219.595,190.267,241,12,11,8,50,245.51,248.66,0.0,9.09,0.84,0
204,109,0.0,45.825,261.857,306,2,5,5,130,282.14,100.03,0.0,9.09,0.84,0
205,109,233.612,193.513,25.23,961,10,7,4,0,0.0,0.0,0.0,9.09,0.84,0
206,109,122.55,57.643,32.345,522,1,3,3,30,30.59,62.98,0.0,9.09,0.84,0
207,109,132.931,304.32,209.751,1569,6,12,7,30,189.03,787.91,0.0,9.09,0.84,0
208,109,0.0,288.852,311.407,550,5,18,9,130,171.78,129.74,35.38,0.0,5.37,0
209,109,97.009,208.969,146.601,2770,5,7,4,50,156.11,214.98,0.0,9.09,0.84,0
210,109,191.658,103.412,70.418,829,8,6,3,30,46.33,97.69,0.0,9.09,0.84,0
211,109,0.0,144.622,299.112,1708,2,6,6,195,377.13,73.91,0.0,9.09,0.84,0
212,109,62.64,24.524,53.94,771,2,3,1,0,55.89,121.39,0.0,9.09,0.84,0
213,109,0.0,9.058,151.468,1362,1,2,14,25,94.24,19.74,79.68,33.56,0.0,0
214,109,267.568,232.771,188.231,1115,8,13,10,33,207.11,185.53,0.0,9.09,0.84,0
215,109,199.582,426.106,278.692,384,6,10,7,65,426.81,32.66,0.0,9.09,0.84,1
216,109,99.058,214.006,92.931,2997,4,9,7,30,105.93,35.49,0.0,9.09,0.84,0
217,109,331.819,184.551,0.0,222,8,5,1,0,0.0,0.0,0.0,9.09,0.84,1
218,109,486.949,294.67,534.979,222,19,12,30,50,685.28,61.69,0.0,9.09,0.84,0
219,109,234.792,200.327,174.816,1345,4,5,5,61,136.63,189.19,0.0,9.09,0.84,0
220,109,46.405,226.179,176.456,738,6,11,7,50,106.53,171.56,0.0,9.09,0.84,0
221,109,269.211,288.892,115.096,475,7,4,6,130,243.76,271.73,19.38,13.2,0.0,0
222,109,76.756,111.103,62.427,1015,4,7,6,30,52.38,312.44,0.0,9.09,0.84,0
223,109,210.108,603.345,175.262,770,11,28,5,130,180.21,50.36,0.0,9.09,0.84,1
224,109,252.966,416.834,142.46,1654,7,3,0,0,81.44,63.18,0.0,9.09,0.84,0
225,109,67.505,91.542,261.689,638,3,6,5,145,45.38,106.19,165.85,128.67,128.91,0
226,109,216.007,218.139,238.392,2320,3,4,5,130,452.89,91.03,0.0,9.09,0.84,0
227,109,655.916,425.174,657.842,3276,6,4,12,198,434.46,467.56,646.03,201.25,0.0,0
228,109,170.062,209.532,218.871,355,2,3,5,100,171.03,118.33,0.0,9.09,0.84,0
229,109,140.212,199.355,207.09,1429,3,4,2,130,325.49,286.66,0.0,9.09,0.84,0
230,109,213.818,213.83,0.0,206,1,3,1,0,0.0,0.0,0.0,212.17,212.17,1
231,109,151.575,0.0,0.0,769,3,2,2,0,0.0,1.06,0.0,9.09,0.84,1
232,109,325.34,326.402,328.542,2439,4,8,7,154,302.88,266.21,269.17,17.2,0.0,0
233,109,27.122,0.0,115.718,494,4,4,5,65,208.78,21.19,0.0,0.0,0.0,0
234,109,69.901,106.89,88.416,540,1,3,3,130,66.68,49.33,0.0,9.09,0.84,0
235,109,311.914,238.143,562.343,2394,9,8,10,252,477.54,341.11,0.55,225.34,225.83,0
236,109,20.181,198.054,237.003,316,3,2,6,202,79.46,76.81,22.0,85.01,85.01,0
237,109,48.071,105.3,118.222,3009,4,3,4,130,189.18,202.84,0.0,9.09,0.84,0
238,109,272.178,223.248,375.877,1081,8,8,15,50,316.56,291.51,0.0,9.09,0.84,0
239,109,158.618,93.705,47.37,841,7,4,3,30,31.51,174.06,0.0,9.09,0.84,0
240,109,197.05,275.827,236.383,2158,5,7,6,47,321.13,160.06,0.0,9.09,0.84,0
241,109,0.0,-5.0,295.204,1195,1,0,9,50,497.84,31.84,0.0,9.09,0.84,0
242,109,277.412,0.24,132.1,296,13,4,9,30,134.61,16.71,0.0,9.09,0.84,0
243,109,515.886,499.249,446.188,2140,8,7,3,130,343.08,315.64,0.0,9.09,0.84,0
244,109,81.126,70.559,7.731,1051,6,7,4,10,1.16,258.28,0.0,9.09,0.84,0
245,109,607.217,449.009,344.678,783,6,4,3,250,192.36,153.63,16.98,0.0,0.0,0
246,109,355.79,251.521,418.266,1106,17,13,13,130,326.61,148.04,131.45,242.17,234.02,0
247,109,69.16,37.927,153.08,2103,3,4,6,7,132.59,100.48,0.0,9.09,0.84,0
248,109,651.206,583.376,450.694,600,8,9,4,179,160.88,234.99,19.73,272.74,295.51,0
249,109,131.868,193.058,311.757,213,2,2,7,154,126.76,53.54,323.98,2.7,0.0,0
250,109,183.762,0.0,0.0,1152,3,2,0,0,0.0,0.0,0.0,9.09,0.84,1
251,109,179.066,100.183,215.726,1197,15,11,18,50,35.71,152.81,100.7,131.46,157.86,0
252,109,122.978,427.955,329.13,642,4,14,19,130,505.68,26.49,0.0,9.09,0.84,0
253,109,169.64,315.49,141.52,1263,6,5,2,250,78.71,93.34,657.37,398.62,412.36,0
254,109,551.63,432.163,479.952,2356,6,4,6,154,324.33,440.29,368.42,51.2,0.0,0
255,109,111.54,31.82,-10.104,721,3,2,1,130,9.71,12.88,0.0,9.09,0.84,0
256,109,193.896,87.47,0.0,450,1,0,0,0,0.0,0.0,0.0,9.09,0.84,1
257,109,172.61,131.096,57.453,226,2,4,1,50,43.03,11.79,0.0,9.09,0.84,0
258,109,134.471,111.501,132.772,2495,2,2,2,130,174.88,55.26,0.0,9.09,0.84,0
259,109,199.509,32.25,205.622,1037,11,2,7,130,358.78,62.84,0.0,9.09,0.84,0
260,109,454.729,351.768,408.572,348,13,7,8,200,390.58,61.78,178.82,212.17,212.17,0
261,109,246.71,259.797,429.588,2743,4,4,4,130,475.91,684.69,0.0,9.09,0.84,0
262,109,546.92,649.638,865.304,1007,6,4,4,550,752.49,477.69,0.0,9.09,0.84,0
263,109,90.059,53.071,235.126,973,6,6,13,36,400.36,112.29,0.0,9.09,0.84,0
264,109,437.7,386.662,448.762,2698,5,6,5,100,357.74,202.64,0.0,9.09,0.84,0
265,109,120.074,96.392,15.152,382,8,8,4,17,0.0,0.0,0.0,0.0,0.0,0
266,109,0.0,25.764,111.665,2721,2,4,11,30,90.54,183.41,0.0,9.09,0.84,0
267,109,696.437,591.616,350.967,1129,7,6,3,252,130.23,82.89,78.2,212.17,234.46,0
268,109,2531.78,2549.465,2679.85,1672,42,38,42,150,1106.21,246.06,0.0,9.09,0.84,0
269,109,51.37,97.625,81.697,1427,4,4,3,50,96.38,36.43,0.0,9.09,0.84,0
270,109,54.268,60.487,59.866,1864,2,3,3,130,77.71,135.36,0.0,9.09,0.84,0
271,109,121.077,157.901,190.716,508,3,5,5,100,126.01,194.68,28.44,55.68,0.0,1
272,109,169.332,126.105,0.0,426,19,14,0,0,0.0,0.0,0.0,9.09,0.84,0
273,109,148.15,145.37,150.55,1138,2,2,1,130,142.63,167.59,0.0,9.09,0.84,0
274,109,156.254,108.016,77.805,1723,4,3,3,30,27.29,347.18,0.0,9.09,0.84,0
275,109,137.46,143.534,78.458,824,4,6,1,70,75.48,33.01,0.0,9.09,0.84,0
276,109,483.677,300.055,309.766,964,12,7,9,130,211.28,271.21,0.0,9.09,0.84,0
277,109,114.704,172.576,60.822,297,7,6,5,44,18.93,9.18,23.68,0.7,0.0,0
278,109,72.104,49.73,25.75,2960,4,3,2,0,25.26,351.43,0.0,9.09,0.84,0
279,109,134.244,4.33,0.0,303,4,2,3,0,0.0,0.0,0.0,9.09,0.84,1
280,109,378.198,370.863,476.349,191,11,12,10,150,922.68,97.98,0.0,9.09,0.84,0
281,109,787.786,441.225,818.511,666,9,6,4,252,251.96,58.63,91.49,260.81,449.57,0
